,#00,#01,#02,#03,#04,#05,#06,#07,#08,#09,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19
0002392045.txt,6.184291898591721e-05,0.10849755190222127,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,0.8903892755560325,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05,6.184291898591721e-05
0002392051.txt,0.00010131712259386786,0.18114314199090822,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.8170331498024018,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786,0.00010131712259386786
0002392079.txt,2.2065313327575277e-05,0.9995807590467762,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05,2.2065313327575277e-05
0002392131.txt,9.157509157545695e-05,0.998260073260066,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05,9.157509157545695e-05
0002392125.txt,1.4405070584987244e-05,0.9997263036588854,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05,1.4405070584987244e-05
0002392119.txt,4.562043795649152e-05,0.9991332116788268,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05,4.562043795649152e-05
0002392118.txt,7.369196757639045e-05,0.9985998526160488,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639047e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05,7.369196757639045e-05
0002392124.txt,1.6307893020396687e-05,0.9996901500326125,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05,1.6307893020396687e-05
0002392130.txt,8.992805755441793e-05,0.9982913669064658,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05,8.992805755441793e-05
0002392078.txt,2.668801708055487e-05,0.9978104950572998,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,0.001709120635250387,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05,2.668801708055487e-05
0002392050.txt,2.8677946659085848e-05,0.2200707089023473,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,0.7794130880577893,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05,2.8677946659085848e-05
0002392044.txt,5.122950819688143e-05,0.31089843911449955,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,0.6881794297379569,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05,5.122950819688143e-05
0002394384.txt,4.636068613859889e-05,0.9991191469633668,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05,4.636068613859889e-05
0002392093.txt,7.288629737618171e-05,0.3560323830776601,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,0.6426556635695688,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05,7.288629737618171e-05
0002392087.txt,3.687315634241202e-05,0.9992994100294944,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05,3.687315634241202e-05
0002394390.txt,0.00012706480305053194,0.9975857687420395,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194,0.00012706480305053197,0.00012706480305053194,0.00012706480305053194,0.00012706480305053194
0002391983.txt,2.4201355276084808e-05,0.9995401742497545,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05,2.4201355276084808e-05
0002392252.txt,4.401408450744211e-05,0.9743307793680995,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,0.024876967110766656,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05,4.401408450744211e-05
0002392246.txt,0.00016207455429607148,0.9969205834683748,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.0001620745542960715,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148,0.00016207455429607148
0002391997.txt,2.327205026766429e-05,0.5276009684701057,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,0.030972506927897197,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,0.4410308997474469,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05,2.327205026766429e-05
0002391968.txt,5.773672055467936e-05,0.9508502040370164,5.773672055467936e-05,0.01901724585543901,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,0.02915102585811533,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05,5.773672055467936e-05
0002391940.txt,9.03342366758907e-05,0.2677153868750945,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,0.7306585968647393,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05,9.03342366758907e-05
0002391954.txt,4.690431519756843e-05,0.9991088180112463,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05,4.690431519756843e-05
0002393842.txt,3.0940594059673075e-05,0.9994121287128664,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673176e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05,3.0940594059673075e-05
0002391933.txt,0.00013037809648081496,0.9239342714947217,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496,0.01208733572781738,0.00013037809648081496,0.00013037809648081496,0.061761965137286726,0.00013037809648081496,0.00013037809648081496,0.00013037809648081496
0002391927.txt,2.4863252113652392e-05,0.9995275982098407,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05,2.4863252113652392e-05
0002393856.txt,0.00011273957159057319,0.9978579481397788,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319,0.00011273957159057319
0002392209.txt,2.2187708009820144e-05,0.11842937109034593,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,0.8811712501654774,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05,2.2187708009820144e-05
0002392221.txt,3.075030750336442e-05,0.9811287827105859,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,0.018317711754353736,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05,3.075030750336442e-05
0002392235.txt,3.531073446352735e-05,0.9993290960451932,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05,3.531073446352735e-05
0002392962.txt,9.115770282622104e-05,0.9982680036463015,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05,9.115770282622104e-05
0002395016.txt,0.00012626262626321696,0.9976010101009986,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696,0.00012626262626321696
0002392023.txt,1.924187031005636e-05,0.9983528441708021,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,0.0013008021636168692,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05,1.924187031005636e-05
0002392037.txt,5.503577325294171e-05,0.9989543203081943,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05,5.503577325294171e-05
0002392194.txt,9.930486593855325e-05,0.3467524586692967,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,0.6514600537438091,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05,9.930486593855325e-05
0002392180.txt,0.00011668611435426227,0.9977829638272687,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227,0.00011668611435426227
0002392157.txt,2.16356555603913e-05,0.38692150337583603,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,0.024362824376226704,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,0.5883478661034108,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05,2.16356555603913e-05
0002392143.txt,5.7240984545031596e-05,0.5260931806468074,5.7240984545031596e-05,0.41228485762868,5.7240984545031596e-05,5.7240984545031596e-05,5.7240984545031596e-05,0.03588945543117271,5.7240984545031596e-05,5.7240984545031596e-05,5.7240984545031596e-05,5.7240984545031596e-05,5.7240984545031596e-05,5.7240984545031596e-05,5.7240984545031596e-05,0.024816650540619524,5.7240984545031596e-05,5.7240984545031596e-05,5.7240984545031596e-05,5.7240984545031596e-05
0002394718.txt,4.36300174520663e-05,0.18409380934447103,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,0.8151208503413919,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05,4.36300174520663e-05
0002391884.txt,0.00010235414534342174,0.9980552712384747,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174,0.00010235414534342174
0002391890.txt,4.1981528127833285e-05,0.9992023509655713,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05,4.1981528127833285e-05
0002391891.txt,8.568980291418236e-05,0.4679191833574445,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,0.47977275867782876,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05,0.05085133131518554,8.568980291418236e-05,8.568980291418236e-05,8.568980291418236e-05
0002391885.txt,7.082152974541295e-05,0.9878212498570619,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05,0.010903962607520867,7.082152974541295e-05,7.082152974541295e-05,7.082152974541295e-05
0002393923.txt,4.5620437956727165e-05,0.9702792720779938,4.5620437956727165e-05,0.02889956003878518,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05,4.5620437956727165e-05
0002392142.txt,0.0001160092807435094,0.997795823665873,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094,0.0001160092807435094
0002392156.txt,3.700962250208133e-05,0.8059179580406108,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05,0.19341586875435168,3.700962250208133e-05,3.700962250208133e-05,3.700962250208133e-05
0002392181.txt,0.00010787486515813326,0.8906635364915925,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.059539194987492564,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.047963395813226395,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326,0.00010787486515813326
0002392195.txt,4.757373929691504e-05,0.9990960989533587,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05,4.757373929691504e-05
0002392036.txt,4.957858205318478e-05,0.9969736438987743,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,0.002133941624268548,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05,4.957858205318478e-05
0002392022.txt,5.564830272720127e-05,0.9989426822481834,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05,5.564830272720127e-05
0002395017.txt,8.116883116940391e-05,0.9984577922077811,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05,8.116883116940391e-05
0002392234.txt,1.8807598269819693e-05,0.9967045048924859,1.8807598269819693e-05,0.002956958338657444,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05,1.8807598269819693e-05
0002392208.txt,2.4467824810636692e-05,0.9002250943709283,2.4467824810636692e-05,2.4467824810636692e-05,2.4467824810636692e-05,2.4467824810636692e-05,2.4467824810636692e-05,0.016153834098256777,2.4467824810636692e-05,2.4467824810636692e-05,2.4467824810636692e-05,2.4467824810636692e-05,2.4467824810636692e-05,0.06313535930505468,2.4467824810636692e-05,2.4467824810636692e-05,0.020094227028790237,2.4467824810636692e-05,2.4467824810636692e-05,2.4467824810636692e-05
0002391926.txt,5.399568034569074e-05,0.2971532394648877,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05,0.70187483828889,5.399568034569074e-05,5.399568034569074e-05,5.399568034569074e-05
0002393857.txt,2.9524653085475674e-05,0.9994390315913761,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05,2.9524653085475674e-05
0002391932.txt,0.0001557632398768313,0.8592484985130381,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.1379477631691787,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313,0.0001557632398768313
0002391918.txt,4.7801147228027694e-05,0.9990917782026676,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05,4.7801147228027694e-05
0002391924.txt,2.549719530875976e-05,0.9968863003967658,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,0.0026547500876767157,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05,2.549719530875976e-05
0002391930.txt,6.053268765173326e-05,0.9988498789346173,6.053268765173328e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05,6.053268765173326e-05
0002393841.txt,5.595970901024509e-05,0.9989367655288055,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05,5.595970901024509e-05
0002392236.txt,5.518763796923441e-05,0.34436829206473135,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,0.6546383304518227,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05,5.518763796923441e-05
