,#00,#01,#02,#03,#04,#05,#06,#07,#08,#09,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19
0002392965.txt,8.568980291372501e-05,0.998371893744639,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372503e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05,8.568980291372501e-05
0002392226.txt,3.0284675954366885e-05,0.9597339866648699,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,0.03972088916795156,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05,3.0284675954366885e-05
0002391934.txt,0.00010395010395027735,0.27077394748800104,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735,0.7273549506408938,0.00010395010395027735,0.00010395010395027735,0.00010395010395027735
0002391920.txt,4.44049733571662e-05,0.9801209540473358,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,0.019079756432235487,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05,4.44049733571662e-05
0002393851.txt,4.2607584150154064e-05,0.587205270908283,0.006499849399454789,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,0.4055705507617096,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05,4.2607584150154064e-05
0002391936.txt,9.328358209021165e-05,0.9982276119402858,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05,9.328358209021165e-05
0002391922.txt,2.2461814914937624e-05,0.8833662913498738,2.2461814914937624e-05,2.2461814914937624e-05,2.2461814914937624e-05,2.2461814914937624e-05,2.2461814914937624e-05,0.01793687441654585,2.2461814914937624e-05,2.2461814914937624e-05,2.2461814914937624e-05,2.2461814914937624e-05,2.2461814914937624e-05,2.2461814914937624e-05,0.07861920482907879,2.2461814914937624e-05,0.019718240365862616,2.2461814914937624e-05,2.2461814914937624e-05,2.2461814914937624e-05
0002392224.txt,0.00011025358324190341,0.8919071985562178,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341,0.0094126902168026,0.00011025358324190341,0.09680580031186693,0.00011025358324190341,0.00011025358324190341,0.00011025358324190341
0002392230.txt,9.372071227765734e-05,0.16538818255965865,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,0.8329248446193432,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05,9.372071227765734e-05
0002392218.txt,2.98775022411201e-05,0.999432327457419,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.9877502241120128e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05,2.98775022411201e-05
0002392967.txt,4.0128410915089714e-05,0.9992375601926134,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05,4.0128410915089714e-05
0002392026.txt,2.81135788589036e-05,0.9747534793485062,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,0.024740476232033678,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05,2.81135788589036e-05
0002392032.txt,5.356186395296718e-05,0.11784014589148621,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,0.8811957405573606,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05,5.356186395296718e-05
0002395013.txt,3.023888720929123e-05,0.9994254611430237,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05,3.023888720929123e-05
0002395007.txt,6.341154090065141e-05,0.9987951807228879,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05,6.341154090065141e-05
0002392191.txt,4.3917435222034505e-05,0.9991655687307814,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.391743522203451e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05,4.3917435222034505e-05
0002392185.txt,3.260515161413262e-05,0.9993805021193317,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05,3.260515161413262e-05
0002392146.txt,3.6469730124291924e-05,0.9993070751276387,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05,3.6469730124291924e-05
0002392147.txt,0.00011148272017920959,0.9557352789789475,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.042258032057826536,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959,0.00011148272017920959
0002392153.txt,9.881422924974971e-05,0.9981225296442545,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05,9.881422924974971e-05
0002392184.txt,2.859593937664324e-05,0.2263890765594522,2.859593937664324e-05,2.859593937664324e-05,0.7730961965317683,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05,2.859593937664324e-05
0002392190.txt,5.189413596302024e-05,0.9990140114167028,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05,5.189413596302024e-05
0002392027.txt,5.611672278396519e-05,0.8395812894699045,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,0.1439459263592197,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,0.015518799883548595,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05,5.611672278396519e-05
0002392231.txt,6.680026720144398e-05,0.9987307949231727,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05,6.680026720144398e-05
0002392225.txt,8.992805755412712e-05,0.3105218650593484,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,0.04095877590965928,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05,0.646990582052572,8.992805755412712e-05,8.992805755412712e-05,8.992805755412712e-05
0002391923.txt,3.910833007471699e-05,0.9051668122179953,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,0.09412923784065999,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05,3.910833007471699e-05
0002391937.txt,0.00013568521031317117,0.9974219810040494,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.0001356852103131727,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117,0.00013568521031317117
0002391912.txt,7.651109410905222e-05,0.9985462892119282,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05,7.651109410905222e-05
0002392228.txt,7.107320540194277e-05,0.843878185238335,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05,0.15484249706443018,7.107320540194277e-05,7.107320540194277e-05,7.107320540194277e-05
0002392200.txt,7.535795026471313e-05,0.8593554742699085,7.535795026471313e-05,7.535795026471313e-05,7.535795026471313e-05,7.535795026471313e-05,7.535795026471313e-05,0.03591081828885698,7.535795026471313e-05,7.535795026471313e-05,7.535795026471313e-05,7.535795026471313e-05,7.535795026471313e-05,7.535795026471313e-05,0.01541253182890943,7.535795026471313e-05,0.08811544840808985,7.535795026471313e-05,7.535795026471313e-05,7.535795026471313e-05
0002392214.txt,8.952551477291854e-05,0.7451258842072468,8.952551477291854e-05,8.952551477291854e-05,8.952551477291854e-05,8.952551477291854e-05,8.952551477291854e-05,0.11598619542308737,8.952551477291854e-05,8.952551477291854e-05,8.952551477291854e-05,8.952551477291854e-05,8.952551477291854e-05,8.952551477291854e-05,0.06232521738533828,8.952551477291854e-05,0.07513029474796071,8.952551477291854e-05,8.952551477291854e-05,8.952551477291854e-05
0002392943.txt,3.5063113604637294e-05,0.9993338008415121,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05,3.5063113604637294e-05
0002392957.txt,2.009242515581804e-05,0.9996182439220396,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05,2.009242515581804e-05
0002392980.txt,1.8274853801249656e-05,0.9996527777777764,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05,1.8274853801249656e-05
0002392002.txt,1.3215276860193366e-05,0.9289490139278138,0.016014762377313165,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05,0.05481156398824983,1.3215276860193366e-05,1.3215276860193366e-05,1.3215276860193366e-05
0002392016.txt,3.895597974322106e-05,0.973138097809776,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,0.026160694554846136,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05,3.895597974322106e-05
0002392189.txt,6.341154090089424e-05,0.9987951807228832,6.341154090089424e-05,6.341154090089424e-05,6.341154090089426e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05,6.341154090089424e-05
0002392823.txt,0.00012315270936003354,0.9976600985221591,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354,0.00012315270936003354
0002392176.txt,0.0001270648030506758,0.8813503682644971,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758,0.11636246528059044,0.0001270648030506758,0.0001270648030506758,0.0001270648030506758
0002391899.txt,1.806032147376489e-05,0.9996568538919985,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05,1.806032147376489e-05
0002391898.txt,1.1638733705798433e-05,0.9997788640595899,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05,1.1638733705798433e-05
0002393916.txt,3.6805299963426586e-05,0.9993006993006951,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05,3.6805299963426586e-05
0002392163.txt,2.4142926122820438e-05,0.9995412844036665,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05,2.4142926122820438e-05
0002392177.txt,2.2163120567508628e-05,0.9995789007092175,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05,2.2163120567508628e-05
0002392822.txt,2.351834430870695e-05,0.9995531514581347,2.351834430870714e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05,2.351834430870695e-05
0002392188.txt,4.3821209465733806e-05,0.9855883734039645,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,0.013622844825652417,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05,4.3821209465733806e-05
0002392836.txt,5.058168942904791e-05,0.9990389479008482,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05,5.058168942904791e-05
0002392017.txt,4.086636698024278e-05,0.9553164651710495,0.016997293776205416,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05,0.018451456637216288,4.086636698024278e-05,4.086636698024278e-05,0.00858092254384497,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05,4.086636698024278e-05
0002392003.txt,0.00010729613734084318,0.9783326015833216,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.019736067944543027,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318,0.00010729613734084318
0002392981.txt,1.8358729575994043e-05,0.9996511841380562,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05,1.8358729575994043e-05
0002392215.txt,5.1626226123613944e-05,0.9990191017036515,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05,5.1626226123613944e-05
0002392201.txt,6.570302233976002e-05,0.9673789119752509,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,0.03143843362263354,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05,6.570302233976002e-05
0002392229.txt,1.788268955676769e-05,0.9996602288984215,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05,1.788268955676769e-05
0002391913.txt,1.5705983980029248e-05,0.9997015863043796,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05,1.5705983980029248e-05
0002391939.txt,3.850596842535845e-05,0.9992683865999185,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05,3.850596842535845e-05
0002391911.txt,4.224757076494585e-05,0.9991972961554662,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05,4.224757076494585e-05
0002392954.txt,4.1288191577332125e-05,0.9992155243600308,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05,4.1288191577332125e-05
0002392029.txt,3.147623544244343e-05,0.9994019515265937,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05,3.147623544244343e-05
0002395020.txt,0.00011467889908315206,0.9978211009174198,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206,0.00011467889908315206
0002395034.txt,7.423904974041063e-05,0.9985894580549324,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05,7.423904974041063e-05
0002392983.txt,1.428163381897139e-05,0.9907272986851796,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,0.009015631906079064,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05,1.428163381897139e-05
